iso_time,monotonic_s,frame_count,replay_index,f_target_hz,Va_rms,Vb_rms,Vc_rms,Ib_rms,Ic_rms,f_Va,f_Vb,f_Vc,THD_Va,THD_Vb,THD_Vc,Ph_VbIb,Ph_VcIc,Pb,Qb,Sb,PFb,Pc,Qc,Sc,PFc,FREQ_alarm,UV_alarm,THD_alarm,dnp3_bytes
2026-07-14T16:44:58.136+00:00,66.048,1037,66,49.0850,0.8222,0.7454,0.6885,0.53580,0.47770,49.9925,49.3243,50.0000,8.202,2.044,10.123,38.808,39.060,0.33190,0.26690,0.42590,0.7793,0.29970,0.24320,0.38590,0.7765,1,0,1,147
2026-07-14T16:44:59.095+00:00,67.007,1038,66,49.0850,0.8291,0.7875,0.6760,0.56230,0.44540,49.9925,48.6831,49.9975,10.602,2.497,8.715,29.862,39.060,0.38100,0.21880,0.43940,0.8672,0.36950,0.29990,0.47590,0.7765,1,0,1,147
2026-07-14T16:45:00.056+00:00,67.968,1039,67,49.1070,0.8967,0.7913,0.7430,0.55000,0.48080,49.9975,48.7045,50.0100,18.043,1.925,9.537,38.718,38.934,0.32250,0.25860,0.41340,0.7802,0.40690,0.32870,0.52310,0.7779,1,0,1,147
2026-07-14T16:45:00.996+00:00,68.908,1040,68,49.1170,0.9729,0.7604,0.8279,0.53530,0.55410,49.9925,49.1280,49.9975,23.195,1.823,15.871,38.916,38.898,0.32830,0.26500,0.42190,0.7781,0.37100,0.29930,0.47670,0.7783,1,0,1,147
2026-07-14T16:45:01.935+00:00,69.847,1041,69,49.1200,0.9886,0.7740,0.8650,0.55950,0.60030,49.9975,48.9776,49.9888,20.126,1.759,22.338,38.754,29.070,0.34230,0.27480,0.43900,0.7798,0.32460,0.18040,0.37130,0.8740,1,0,1,147
2026-07-14T16:45:02.876+00:00,70.788,1042,70,49.0830,0.9127,0.8041,0.8041,0.56170,0.57130,49.9950,48.6808,50.0037,11.217,2.311,19.541,38.754,38.754,0.32680,0.26240,0.41910,0.7798,0.25270,0.20280,0.32400,0.7798,1,0,1,147
2026-07-14T16:45:03.817+00:00,71.729,1043,71,49.1280,0.8326,0.7405,0.6936,0.53510,0.49110,50.0000,48.7733,50.0013,8.481,1.619,11.423,38.880,38.844,0.31750,0.25600,0.40790,0.7785,0.29180,0.23500,0.37470,0.7789,1,0,1,147
2026-07-14T16:45:04.777+00:00,72.689,1044,72,49.1050,0.8113,0.7975,0.6540,0.55360,0.44260,49.9925,48.8938,49.9975,9.844,1.774,8.736,38.736,48.474,0.34750,0.27880,0.44550,0.7800,0.30980,0.34990,0.46730,0.6630,1,0,1,147
2026-07-14T16:45:05.736+00:00,73.648,1045,73,49.1000,0.8771,0.7586,0.7214,0.55330,0.47500,49.9925,48.9716,50.0100,17.498,1.792,9.615,39.060,48.474,0.33150,0.26900,0.42690,0.7765,0.34650,0.39130,0.52270,0.6630,1,0,1,147
2026-07-14T16:45:06.694+00:00,74.606,1046,74,49.1520,0.9676,0.7483,0.8198,0.53510,0.54530,50.0000,48.7472,50.0063,23.480,1.827,16.305,38.826,48.492,0.32520,0.26170,0.41750,0.7791,0.32380,0.36580,0.48850,0.6627,1,0,1,147
